,certificate,genre,gross,id,imdb_rating,metascore,runtime,title,votes,year
218,PG,"['Adventure', 'Drama', 'Fantasy']",147000.0,tt5493944,4.2,,85 min,The Little Mermaid,5684.0,['2018']
219,R,"['Action', 'Western']",,tt7730102,4.3,42.0,126 min,Big Kill,109.0,['2018']
220,R,"['Action', 'Crime', 'Drama']",6708147.0,tt5834262,6.1,58.0,94 min,Hotel Artemis,27149.0,['2018']
221,,"['Drama', 'Thriller']",,tt4682780,5.5,31.0,100 min,Josie,1966.0,['2018']
222,PG,"['Animation', 'Adventure', 'Comedy']",115253424.0,tt5117670,6.6,51.0,95 min,Peter Rabbit,26598.0,['2018']
223,,"['Drama', 'Romance']",147439.0,tt7298400,7.1,85.0,136 min,Jiang hu er nü,1967.0,['2018']
224,R,"['Comedy', 'Crime', 'Mystery']",30617396.0,tt0859635,6.1,41.0,99 min,Super Troopers 2,18788.0,['2018']
225,TV-MA,"['Action', 'Drama', 'Sci-Fi']",,tt3201640,5.8,40.0,95 min,Extinction,35896.0,['2018']
226,Not Rated,"['Crime', 'Mystery', 'Thriller']",,tt6916362,7.5,,119 min,Journal 64,3505.0,['2018']
227,PG-13,"['Action', 'Crime', 'Drama']",46383120.0,tt7137846,5.4,42.0,88 min,Breaking In,9260.0,['2018']
228,R,['Comedy'],,tt7455076,7.9,,85 min,Benjamin,108.0,['2018']
229,R,"['Comedy', 'Drama', 'Music']",3444895.0,tt5607096,6.6,67.0,97 min,"Juliet, Naked",10003.0,['2018']
230,TV-14,"['Drama', 'Romance']",,tt7530986,7.1,,109 min,Mademoiselle de Joncquières,914.0,['2018']
231,PG,"['Action', 'Adventure', 'Family']",6501381.0,tt5709188,5.2,29.0,98 min,A-X-L,5794.0,['2018']
232,R,"['Biography', 'Drama', 'Thriller']",,tt5179598,5.6,30.0,108 min,Billionaire Boys Club,7355.0,['2018']
233,R,['Drama'],132143.0,tt4481066,7.3,66.0,93 min,Giant Little Ones,466.0,['2018']
234,TV-MA,['Comedy'],,tt7027092,5.3,,102 min,Budapest,1197.0,['2018']
235,PG-13,"['Comedy', 'Romance']",50316123.0,tt1563742,5.9,42.0,112 min,Overboard,23127.0,['2018']
236,PG,"['Animation', 'Action', 'Comedy']",29562341.0,tt7424200,6.8,69.0,84 min,Teen Titans Go! To the Movies,11421.0,['2018']
237,R,"['Biography', 'Crime', 'Drama']",,tt1759744,5.8,49.0,104 min,Charlie Says,136.0,['2018']
238,,"['Crime', 'Drama', 'Mystery']",15658.0,tt6874254,4.8,48.0,109 min,Out of Blue,269.0,['2018']
239,PG,"['Drama', 'Music', 'Romance']",16376066.0,tt4103724,6.7,36.0,108 min,Forever My Girl,9363.0,['2018']
240,R,"['Biography', 'Comedy', 'Drama']",1441705.0,tt6288124,6.9,67.0,114 min,"Don't Worry, He Won't Get Far on Foot",12850.0,['2018']
241,,['Drama'],445926.0,tt6386748,7.9,86.0,125 min,Pájaros de verano,2922.0,['2018']
242,PG,"['Animation', 'Adventure', 'Comedy']",43242871.0,tt2296777,5.1,36.0,86 min,Sherlock Gnomes,7546.0,['2018']
243,,"['Drama', 'Romance']",,tt7241926,5.0,,106 min,Tell It to the Bees,146.0,['2018']
244,R,"['Crime', 'Drama']",,tt3588588,3.7,,92 min,Backtrace,1457.0,['2018']
245,TV-MA,['Drama'],,tt7807026,6.1,,103 min,Tu hijo,1528.0,['2018']
246,R,['Drama'],2032018.0,tt6933454,6.8,66.0,103 min,Puzzle,3153.0,['2018']
247,R,"['Horror', 'Thriller']",,tt4052050,5.2,,89 min,He's Out There,3834.0,['2018']
248,,"['Biography', 'Drama', 'Romance']",,tt4642192,7.0,,120 min,Trautmann,199.0,['2018']
249,Not Rated,"['Comedy', 'Horror']",,tt5685006,5.4,52.0,90 min,Puppet Master: The Littlest Reich,2136.0,['2018']
250,PG-13,"['Comedy', 'Drama', 'Romance']",68566296.0,tt6857166,6.1,53.0,104 min,Book Club,17015.0,['2018']
251,R,"['Fantasy', 'Thriller']",,tt7295450,5.0,24.0,90 min,Between Worlds,3553.0,['2018']
252,,['Drama'],390078.0,tt6675244,7.0,84.0,101 min,Transit,2576.0,['2018']
253,,"['Biography', 'Drama']",,tt6043142,6.3,,120 min,Skin,228.0,['2018']
254,PG,"['Adventure', 'Comedy', 'Family']",46700633.0,tt5664636,5.6,53.0,90 min,Goosebumps 2: Haunted Halloween,9782.0,['2018']
255,TV-MA,"['Sci-Fi', 'Thriller']",,tt5397194,6.1,54.0,100 min,Anon,27775.0,['2018']
256,Not Rated,"['Action', 'Crime', 'Drama']",,tt2315596,6.2,57.0,91 min,Galveston,6472.0,['2018']
257,R,"['Action', 'Comedy', 'Crime']",20706452.0,tt1308728,5.3,27.0,91 min,The Happytime Murders,15454.0,['2018']
258,R,"['Comedy', 'Drama', 'Romance']",,tt6987770,6.0,46.0,87 min,Destination Wedding,13625.0,['2018']
259,R,"['Comedy', 'Drama', 'Romance']",31713110.0,tt8097306,4.5,39.0,110 min,Nobody's Fool,3046.0,['2018']
260,R,"['Action', 'Crime']",,tt6684714,5.2,28.0,86 min,Acts of Violence,7525.0,['2018']
261,,"['Drama', 'Horror', 'Thriller']",,tt6081670,5.6,64.0,85 min,Possum,1639.0,['2018']
262,,"['Drama', 'Music']",,tt5117428,7.4,,100 min,Wild Rose,342.0,['2018']
263,Unrated,"['Horror', 'Thriller']",,tt8257624,4.5,,86 min,Downward Twin,144.0,['2018']
264,TV-14,['Family'],6290.0,tt6542108,5.7,28.0,94 min,Patrick,1106.0,['2018']
265,PG-13,"['Comedy', 'Drama']",12350.0,tt5836706,2.9,,139 min,Head Full of Honey,360.0,['2018']
266,R,['Thriller'],9186156.0,tt5670152,6.0,37.0,96 min,Traffik,16248.0,['2018']
267,TV-MA,['Drama'],,tt7897102,6.3,,113 min,O.G.,1002.0,['2018']
268,,['Drama'],27719.0,tt6628102,8.3,86.0,188 min,Ahlat Agaci,10502.0,['2018']
269,TV-14,"['Comedy', 'Romance']",,tt5304992,6.5,62.0,105 min,Set It Up,30488.0,['2018']
270,R,"['Action', 'Crime', 'Mystery']",,tt6513656,3.8,,96 min,Escape Plan 2: Hades,19131.0,['2018']
271,PG-13,"['Drama', 'Fantasy', 'Horror']",,tt2372251,5.2,56.0,96 min,Down a Dark Hall,7720.0,['2018']
272,Not Rated,"['Action', 'Drama']",,tt7838252,8.4,,156 min,K.G.F: Chapter 1,21837.0,['2018']
273,PG-13,"['Action', 'Drama', 'History']",3189220.0,tt5466186,5.8,49.0,107 min,7 Days in Entebbe,9750.0,['2018']
274,PG,"['Drama', 'Sport']",6196031.0,tt3201736,6.4,35.0,101 min,Run the Race,458.0,['2018']
275,R,"['Comedy', 'Drama']",129124.0,tt6859352,6.5,85.0,93 min,Support the Girls,4040.0,['2018']
276,R,['Drama'],,tt0427543,7.6,,113 min,A Million Little Pieces,114.0,['2018']
277,PG-13,"['Biography', 'Comedy', 'Drama']",10763520.0,tt3289724,5.9,40.0,116 min,Welcome to Marwen,4062.0,['2018']
278,PG-13,"['Action', 'Adventure', 'Drama']",12695691.0,tt4073790,5.7,39.0,104 min,The Darkest Minds,19104.0,['2018']
279,Unrated,['Mystery'],,tt3339680,5.2,45.0,91 min,Don't Go,723.0,['2018']
280,R,['Comedy'],,tt5037840,3.5,,97 min,Drunk Parents,293.0,['2018']
281,Not Rated,"['Drama', 'Horror', 'Mystery']",,tt5774450,6.7,57.0,105 min,Summer of 84,19568.0,['2018']
282,R,"['Horror', 'Thriller']",,tt8074486,3.3,,85 min,The Row,805.0,['2018']
283,PG-13,"['Biography', 'Drama']",36250957.0,tt6802308,5.2,45.0,94 min,The 15:17 to Paris,20805.0,['2018']
284,TV-PG,"['Drama', 'Family', 'Sci-Fi']",,tt3833682,5.3,,97 min,Tinker',448.0,['2018']
285,,"['Biography', 'Drama']",,tt6748466,6.8,,104 min,Loro 1,3456.0,['2018']
286,R,['Thriller'],,tt6829180,5.1,38.0,97 min,Welcome Home,2240.0,['2018']
287,PG,"['Animation', 'Adventure', 'Drama']",812794.0,tt6900448,7.1,81.0,98 min,Mirai,4716.0,['2018']
288,R,"['Romance', 'Thriller']",,tt3905764,5.2,,105 min,The Neighbor,3168.0,['2018']
289,,['Horror'],22912.0,tt9109306,4.2,,95 min,The Final Wish,1480.0,['2018']
290,TV-MA,"['Drama', 'Mystery', 'Romance']",,tt4986098,4.8,33.0,97 min,The Titan,23188.0,['2018']
291,R,"['Comedy', 'Drama', 'Western']",305136.0,tt5881528,5.6,63.0,113 min,Damsel,1895.0,['2018']
292,R,"['Action', 'Crime', 'Drama']",,tt6749318,4.0,19.0,102 min,Speed Kills,1297.0,['2018']
293,R,['Drama'],,tt6952960,6.8,75.0,96 min,The Kindergarten Teacher,7253.0,['2018']
294,,"['Action', 'War']",,tt8820590,6.6,,139 min,T-34,2120.0,['2018']
295,R,"['Drama', 'Sci-Fi']",,tt7589524,6.8,,106 min,Aniara,284.0,['2018']
296,,"['Action', 'Drama', 'Thriller']",230660.0,tt7279188,7.6,81.0,101 min,Kona fer í stríð,2136.0,['2018']
297,R,"['Action', 'Comedy', 'Crime']",4969853.0,tt3721964,6.1,46.0,111 min,Gringo,20351.0,['2018']
298,TV-MA,"['Biography', 'Comedy']",,tt5566790,6.8,55.0,101 min,A Futile and Stupid Gesture,10269.0,['2018']
299,R,"['Biography', 'Crime', 'Drama']",2856954.0,tt6212478,7.0,68.0,116 min,American Animals,26769.0,['2018']
300,,"['Drama', 'Romance']",,tt9459550,4.0,,88 min,American Kamasutra,74.0,['2018']
301,R,"['Action', 'Drama']",,tt5001754,6.1,61.0,94 min,Braven,22121.0,['2018']
302,TV-MA,['Horror'],,tt6089358,3.8,,99 min,Haunting on Fraternity Row,414.0,['2018']
303,PG-13,"['Biography', 'Drama', 'History']",,tt9206798,5.7,56.0,101 min,All Is True,357.0,['2018']
304,TV-MA,"['Horror', 'Mystery', 'Thriller']",,tt8361028,6.0,71.0,94 min,Cam,15991.0,['2018']
305,R,"['Action', 'Crime', 'Thriller']",,tt6547170,4.2,19.0,89 min,Reprisal,3736.0,['2018']
306,PG-13,"['Comedy', 'Drama', 'Romance']",,tt3120280,6.0,60.0,105 min,Sierra Burgess Is a Loser,24483.0,['2018']
307,R,['Thriller'],341819.0,tt7645780,5.7,59.0,97 min,The Wedding Guest,213.0,['2018']
308,R,"['Sci-Fi', 'Thriller']",,tt4357394,5.8,43.0,97 min,Tau,19290.0,['2018']
309,Not Rated,"['Biography', 'Crime', 'Drama']",94481.0,tt7204348,7.1,61.0,118 min,El Angel,3660.0,['2018']
310,PG-13,"['Horror', 'Mystery', 'Thriller']",67347895.0,tt5726086,5.7,49.0,103 min,Insidious: The Last Key,40217.0,['2018']
311,,"['Adventure', 'Comedy', 'Drama']",,tt4859168,7.0,44.0,97 min,Then Came You,1591.0,['2018']
312,R,"['Action', 'Crime', 'Thriller']",20545116.0,tt7690670,5.1,52.0,116 min,SuperFly,4359.0,['2018']
313,PG-13,['Drama'],,tt6752992,7.7,86.0,127 min,Happy as Lazzaro,6113.0,['2018']
314,R,"['Action', 'Thriller']",,tt6533240,8.4,,98 min,Nomis,140.0,['2018']
315,R,"['Crime', 'Thriller']",3435047.0,tt3203528,6.4,42.0,110 min,Bad Samaritan,12507.0,['2018']
316,,"['Drama', 'Mystery']",,tt8185182,7.2,88.0,110 min,Di qiu zui hou de ye wan,1181.0,['2018']
317,TV-MA,"['Horror', 'Thriller']",,tt7608028,3.3,,94 min,The Open House,24198.0,['2018']
318,,"['Fantasy', 'History', 'Thriller']",,tt5075662,6.1,,96 min,The Isle,3636.0,['2018']
319,,"['Action', 'Crime', 'Thriller']",,tt2787302,6.9,,91 min,Message Man,986.0,['2018']
320,Not Rated,"['Action', 'Comedy', 'Crime']",5075611.0,tt7212726,6.4,,158 min,Simmba,13916.0,['2018']
321,TV-14,['Comedy'],,tt6821012,5.1,41.0,116 min,The Week Of,12986.0,['2018']
322,,"['Crime', 'Drama']",,tt7328154,6.0,80.0,93 min,Holiday,1112.0,['2018']
323,R,['Action'],,tt6012244,5.0,27.0,99 min,All the Devil's Men,770.0,['2018']
324,TV-14,"['Drama', 'Sci-Fi', 'Thriller']",,tt0360556,4.9,,100 min,Fahrenheit 451,13835.0,['2018']
325,R,"['Action', 'Drama', 'Thriller']",,tt5254610,5.7,53.0,104 min,Final Score,5791.0,['2018']
326,PG,"['Comedy', 'Drama']",6809080.0,tt7365604,6.1,47.0,113 min,Dog Days,2278.0,['2018']
327,TV-MA,"['Action', 'Comedy']",,tt3317234,5.4,32.0,101 min,"Game Over, Man!",20763.0,['2018']
328,R,"['Crime', 'Drama', 'Western']",,tt6418918,5.8,,105 min,Little Woods,164.0,['2018']
329,,"['Comedy', 'Drama']",,tt5460880,6.5,62.0,91 min,Ideal Home,5224.0,['2018']
330,R,"['Action', 'Crime', 'Drama']",,tt4976192,4.4,21.0,86 min,211,4545.0,['2018']
331,Not Rated,"['Drama', 'Fantasy', 'Horror']",,tt8239946,8.3,,104 min,Tumbbad,12768.0,['2018']
332,R,"['Horror', 'Thriller']",15856.0,tt6516314,5.6,63.0,81 min,Piercing,2619.0,['2018']
333,Not Rated,"['Adventure', 'Biography', 'Drama']",,tt3319730,6.0,60.0,112 min,The Mercy,5005.0,['2018']
334,R,"['Crime', 'Romance', 'Thriller']",,tt6494418,4.3,34.0,104 min,Siberia,7800.0,['2018']
335,R,"['Romance', 'Sci-Fi']",,tt6010628,6.1,39.0,104 min,Zoe,4962.0,['2018']
336,TV-PG,"['Animation', 'Action', 'Adventure']",,tt7133686,6.6,,106 min,Next Gen,10223.0,['2018']
337,,"['Crime', 'Drama']",35632.0,tt5862902,5.8,52.0,101 min,Yardie,1492.0,['2018']
338,R,['Horror'],11107431.0,tt1999890,5.5,26.0,89 min,Hell Fest,7790.0,['2018']
339,,['Comedy'],,tt6728096,5.9,76.0,90 min,The Breaker Upperers,3462.0,['2018']
340,PG-13,"['Action', 'Drama', 'Sci-Fi']",5718096.0,tt6017942,5.7,35.0,102 min,Kin,7760.0,['2018']
341,TV-MA,"['Horror', 'Thriller']",,tt6197494,5.0,,90 min,Malicious,2043.0,['2018']
342,,['Drama'],,tt6506276,6.7,,88 min,Lemonade,366.0,['2018']
343,,"['Action', 'Adventure', 'Sci-Fi']",,tt6134274,5.3,,92 min,Solis,2404.0,['2018']
344,,['Comedy'],,tt9652322,5.4,,99 min,Chief Daddy,39.0,['2018']
345,R,"['Biography', 'Crime', 'Drama']",,tt2677722,6.9,,112 min,City of Lies,379.0,['2018']
346,R,"['Comedy', 'Drama']",100335.0,tt7542576,5.7,70.0,97 min,All About Nina,774.0,['2018']
347,,['Horror'],,tt6182078,5.8,63.0,103 min,St. Agatha,2457.0,['2018']
348,,['Drama'],,tt7738784,9.6,,147 min,Peranbu,9096.0,['2018']
349,TV-14,['Comedy'],,tt7256866,5.2,32.0,94 min,Father of the Year,7407.0,['2018']
350,,['Romance'],509554.0,tt9081562,5.7,,105 min,Bi beishang geng beishang de gushi,418.0,['2018']
351,PG,"['Adventure', 'Drama', 'Family']",,tt4844148,6.6,,98 min,Mia and the White Lion,506.0,['2018']
352,R,"['Biography', 'Crime', 'Drama']",642157.0,tt5160938,5.8,59.0,105 min,Lizzie,3564.0,['2018']
353,PG-13,"['Biography', 'Drama']",46382.0,tt3226786,6.5,37.0,107 min,Bigger,1050.0,['2018']
354,Not Rated,"['Comedy', 'Horror']",,tt8108202,7.8,,128 min,Stree,18089.0,['2018']
355,,['Drama'],,tt6932818,7.1,,137 min,De dirigent,677.0,['2018']
356,R,"['Drama', 'Music', 'Romance']",13337.0,tt6069162,4.3,45.0,91 min,Blue Night,635.0,['2018']
357,R,"['Drama', 'Horror', 'Mystery']",713143.0,tt6859762,5.6,67.0,111 min,The Little Stranger,4321.0,['2018']
358,R,['Drama'],260065.0,tt6662736,6.6,69.0,101 min,What They Had,1582.0,['2018']
359,R,"['Comedy', 'Drama']",,tt6865690,8.6,,90 min,The Professor,205.0,['2018']
360,R,['Horror'],24431472.0,tt1285009,5.2,48.0,85 min,The Strangers: Prey at Night,20697.0,['2018']
361,TV-MA,['Comedy'],,tt7525778,5.5,,94 min,The Package,9567.0,['2018']
362,TV-MA,"['Drama', 'Thriller']",,tt5968274,6.7,,114 min,The Angel,7725.0,['2018']
363,Not Rated,['Thriller'],,tt5843780,4.9,26.0,94 min,River Runs Red,2039.0,['2018']
364,PG-13,"['Drama', 'Romance', 'War']",67743.0,tt1235187,5.4,45.0,122 min,Where Hands Touch,1009.0,['2018']
365,PG,"['Drama', 'Sport']",10225770.0,tt5427194,6.5,44.0,101 min,The Miracle Season,2999.0,['2018']
366,TV-MA,['Horror'],,tt2386237,4.8,,89 min,Malevolent,6852.0,['2018']
367,,['Drama'],,tt7753158,5.9,,113 min,Carga,243.0,['2018']
368,Not Rated,"['Drama', 'Horror', 'Mystery']",,tt6195094,6.4,44.0,91 min,Incident in a Ghostland,16139.0,['2018']
369,R,"['Drama', 'Family']",44824.0,tt6884200,5.3,60.0,92 min,A Kid Like Jake,1705.0,['2018']
370,Not Rated,"['Comedy', 'Horror']",,tt7208564,5.3,54.0,92 min,Blood Fest,2699.0,['2018']
371,PG-13,"['Action', 'Crime', 'Thriller']",6115825.0,tt5360952,5.1,35.0,103 min,The Hurricane Heist,14580.0,['2018']
372,R,"['Drama', 'Thriller']",5019226.0,tt4669264,6.4,69.0,109 min,Beirut,14244.0,['2018']
373,,"['Animation', 'Comedy', 'Family']",1176928.0,tt8001346,7.0,,85 min,Astérix: Le secret de la potion magique,1476.0,['2018']
374,TV-MA,"['Comedy', 'Romance']",,tt3685236,5.2,56.0,94 min,Ibiza,12139.0,['2018']
375,R,['Drama'],,tt5536610,7.3,83.0,123 min,Private Life,9249.0,['2018']
376,,"['Drama', 'Thriller']",,tt0972544,7.1,42.0,101 min,Back Roads,2602.0,['2018']
377,,"['Comedy', 'Drama', 'Sport']",,tt7476116,7.1,,122 min,Le grand bain,2766.0,['2018']
378,PG-13,"['Comedy', 'Drama', 'Romance']",,tt6769280,5.7,,104 min,Time Freak,2799.0,['2018']
379,,['Sci-Fi'],,tt6613878,6.9,,105 min,Clara,987.0,['2018']
380,R,"['Action', 'Adventure', 'Sci-Fi']",,tt5737536,3.2,10.0,90 min,Future World,4042.0,['2018']
381,PG-13,"['Fantasy', 'Thriller']",,tt2160105,5.7,31.0,98 min,I Still See You,4474.0,['2018']
382,Unrated,"['Comedy', 'Drama', 'Romance']",24708.0,tt6532374,6.3,44.0,96 min,Swimming with Men,2139.0,['2018']
383,R,"['Crime', 'Horror', 'Mystery']",8783985.0,tt4761916,5.8,53.0,92 min,Unfriended: Dark Web,11644.0,['2018']
384,R,"['Action', 'Drama']",50026.0,tt3208026,6.9,65.0,100 min,Black '47,5928.0,['2018']
385,R,"['Horror', 'Sci-Fi', 'Thriller']",,tt5591666,5.7,,95 min,The Domestics,5464.0,['2018']
386,Not Rated,['Thriller'],,tt7316576,4.2,,84 min,30 Miles from Nowhere,291.0,['2018']
387,TV-MA,"['Drama', 'Mystery', 'Thriller']",,tt4015500,7.3,90.0,114 min,The Tale,9452.0,['2018']
388,Not Rated,"['Action', 'Fantasy', 'Horror']",166540.0,tt6927152,6.2,,121 min,Chang-gwol,1014.0,['2018']
389,,"['Drama', 'Sport']",,tt7511368,7.1,,91 min,The Fight,49.0,['2018']
390,TV-14,"['Animation', 'Action', 'Adventure']",5754556.0,tt7745068,7.9,,96 min,My Hero Academia: Two Heroes,2450.0,['2018']
391,,"['Biography', 'Drama', 'Romance']",,tt5859882,5.6,,110 min,Vita & Virginia,126.0,['2018']
392,R,"['Crime', 'Horror', 'Thriller']",,tt1773753,5.1,32.0,98 min,Mara,3898.0,['2018']
393,,['Horror'],,tt6051096,6.5,,98 min,The Axiom,2345.0,['2018']
394,,['Thriller'],,tt5553962,5.3,,83 min,The Music Box,414.0,['2018']
395,R,"['Horror', 'Western']",,tt8426594,6.3,,86 min,The Wind,233.0,['2018']
396,R,"['Drama', 'Mystery', 'Sci-Fi']",,tt6169694,5.6,51.0,93 min,I Think We're Alone Now,5023.0,['2018']
397,Not Rated,"['Mystery', 'Thriller']",,tt5164184,5.8,59.0,110 min,In Darkness,9082.0,['2018']
398,Not Rated,"['Action', 'Horror', 'Thriller']",,tt2034176,4.6,,115 min,Redcon-1,691.0,['2018']
399,,['Horror'],,tt8329290,6.2,63.0,95 min,The Golem,1312.0,['2018']
400,TV-MA,['Thriller'],,tt6218358,6.7,76.0,101 min,Calibre,14596.0,['2018']
401,R,"['Action', 'Crime', 'Thriller']",,tt6237612,6.1,,105 min,Accident Man,5304.0,['2018']
402,,"['Action', 'Crime', 'Drama']",,tt7606620,6.1,,107 min,"Leal, solo hay una forma de vivir",273.0,['2018']
403,,"['Drama', 'Sci-Fi']",,tt3446330,8.9,,85 min,Violentia,483.0,['2018']
404,,"['Action', 'Comedy', 'Crime']",,tt6504538,5.8,,101 min,Danger One,966.0,['2018']
405,,"['Action', 'Adventure', 'Drama']",,tt6155374,5.4,,160 min,Redbad,1376.0,['2018']
406,TV-MA,"['Comedy', 'Drama']",,tt7170950,6.1,52.0,98 min,Like Father,14886.0,['2018']
407,,"['Drama', 'Music', 'Romance']",80134.0,tt6046314,5.3,51.0,100 min,Bel Canto,1548.0,['2018']
408,Not Rated,"['Comedy', 'Drama', 'Romance']",,tt6527426,5.8,,164 min,Zero,18941.0,['2018']
409,PG-13,"['Drama', 'Romance']",,tt5690810,6.9,65.0,114 min,Ophelia,431.0,['2018']
410,R,"['Action', 'Adventure']",6646.0,tt5303442,5.2,66.0,106 min,In Like Flynn,295.0,['2018']
411,TV-MA,"['Crime', 'Drama', 'Thriller']",,tt2011311,6.3,30.0,120 min,The Outsider,15562.0,['2018']
412,R,"['Drama', 'History', 'Romance']",,tt5153288,6.2,48.0,108 min,Backstabbing for Beginners,3004.0,['2018']
413,Unrated,"['Crime', 'Drama', 'Thriller']",,tt5304996,6.2,62.0,88 min,The Standoff at Sparrow Creek,1184.0,['2018']
414,PG-13,"['Crime', 'Drama']",3679893.0,tt3722234,6.9,,93 min,Gosnell: The Trial of America's Biggest Serial Killer,3108.0,['2018']
415,R,"['Drama', 'Mystery', 'Thriller']",,tt5616294,5.6,44.0,100 min,Spinning Man,6479.0,['2018']
416,R,"['Biography', 'Drama', 'War']",712438.0,tt4602066,6.1,49.0,98 min,The Catcher Was a Spy,4014.0,['2018']
417,Not Rated,"['Drama', 'Thriller']",,tt7959216,7.4,75.0,93 min,Utøya: July 22,6591.0,['2018']
418,,['Crime'],,tt7613996,3.6,,103 min,The Intent 2: The Come Up,207.0,['2018']
419,PG-13,"['Comedy', 'Drama', 'Romance']",1252960.0,tt4682136,5.7,58.0,98 min,The Seagull,1608.0,['2018']
420,,['Drama'],13782.0,tt4949112,6.2,65.0,123 min,Touch Me Not,1245.0,['2018']
421,R,['Drama'],26284.0,tt7087210,5.7,53.0,101 min,Donnybrook,469.0,['2018']
422,R,"['Action', 'Adventure', 'Drama']",,tt4743226,3.3,,97 min,Da hong zha,2251.0,['2018']
423,R,['Comedy'],,tt6268882,7.2,,85 min,Family,73.0,['2018']
424,R,['Drama'],,tt6043072,5.8,46.0,98 min,Untogether,654.0,['2018']
425,,"['Biography', 'Drama']",81826.0,tt1389098,6.4,42.0,102 min,Mapplethorpe,216.0,['2018']
426,R,['Comedy'],5059608.0,tt6495770,5.0,36.0,85 min,Action Point,5885.0,['2018']
427,R,"['Biography', 'Drama']",466440.0,tt2404639,6.3,64.0,105 min,The Happy Prince,2791.0,['2018']
428,R,"['Horror', 'Thriller']",,tt2069797,5.7,,96 min,Delirium,4074.0,['2018']
429,R,"['Drama', 'Thriller']",,tt6610158,5.7,59.0,108 min,Rust Creek,1899.0,['2018']
430,R,"['Action', 'Drama', 'Thriller']",,tt7816392,6.1,,94 min,The Bouncer,2009.0,['2018']
431,,['Thriller'],,tt6210996,4.9,,88 min,10x10,4815.0,['2018']
432,R,"['Comedy', 'Crime']",5212.0,tt6518270,5.7,54.0,108 min,An Evening with Beverly Luff Linn,2193.0,['2018']
433,,"['Drama', 'Fantasy', 'Horror']",,tt6832388,5.7,52.0,95 min,The Dark,2107.0,['2018']
434,R,"['Action', 'Drama']",4537.0,tt5208950,5.0,54.0,110 min,Kickboxer: Retaliation,3259.0,['2018']
435,PG-13,"['Drama', 'Horror', 'Thriller']",,tt2018069,5.3,45.0,90 min,Our House,3589.0,['2018']
436,PG,"['Animation', 'Adventure', 'Comedy']",8267544.0,tt4701724,6.1,68.0,89 min,Early Man,15191.0,['2018']
437,,"['Drama', 'History', 'Thriller']",,tt7125774,7.8,,125 min,Ballon,1105.0,['2018']
438,TV-PG,['Romance'],,tt8954732,6.0,,101 min,The Princess Switch,13199.0,['2018']
439,R,"['Biography', 'Drama', 'Music']",69114.0,tt6443294,6.8,75.0,129 min,Blaze,1128.0,['2018']
440,,"['Drama', 'History', 'Romance']",,tt3759298,6.8,43.0,98 min,Ashes in the Snow,3464.0,['2018']
441,PG-13,"['Biography', 'Comedy', 'Drama']",1662927.0,tt7218518,8.0,,140 min,Padman,14931.0,['2018']
442,R,"['Action', 'Drama', 'Horror']",,tt3458254,4.4,,93 min,Patient Zero,5387.0,['2018']
443,TV-MA,['Drama'],,tt6433832,6.3,,130 min,The Tree of Blood,917.0,['2018']
444,R,"['Horror', 'Thriller']",,tt7073710,5.8,66.0,98 min,What Keeps You Alive,2660.0,['2018']
445,Not Rated,"['Comedy', 'Drama', 'Romance']",6877.0,tt6958014,5.3,58.0,93 min,Duck Butter,1783.0,['2018']
446,,['Thriller'],,tt5356318,4.2,,90 min,Suicide Club,53.0,['2018']
447,R,['Drama'],,tt0069049,7.0,78.0,122 min,The Other Side of the Wind,4159.0,['2018']
448,PG-13,"['Animation', 'Action']",,tt7451284,5.6,,85 min,Batman Ninja,13216.0,['2018']
449,,"['Comedy', 'Drama', 'Sport']",,tt6793580,7.3,,124 min,Campeones,5169.0,['2018']
450,TV-MA,"['Comedy', 'Drama']",,tt7489816,6.9,,90 min,Nothing to Hide,6627.0,['2018']
451,,['Drama'],,tt9203168,7.8,,110 min,Moromete Family: On the Edge of Time,913.0,['2018']
452,,"['Comedy', 'Drama', 'Mystery']",,tt5068162,7.0,,91 min,Sometimes Always Never,103.0,['2018']
453,,['Drama'],,tt5314450,6.3,63.0,129 min,Burden,209.0,['2018']
454,,['Action'],,tt9426186,5.6,,101 min,Revenger,1779.0,['2018']
455,PG,"['Comedy', 'Drama']",,tt6684884,6.7,,109 min,Ladies in Black,2234.0,['2018']
456,TV-PG,"['Adventure', 'Comedy', 'Family']",,tt2990140,7.1,52.0,104 min,The Christmas Chronicles,34595.0,['2018']
457,PG,"['Drama', 'Family', 'Romance']",2846257.0,tt5702446,5.1,31.0,111 min,God Bless the Broken Road,534.0,['2018']
458,TV-MA,"['Action', 'Adventure', 'Horror']",,tt8760550,1.9,,91 min,Nazi Overlord,444.0,['2018']
459,,"['Drama', 'History', 'War']",,tt6324614,6.3,,110 min,Sobibor,2085.0,['2018']
460,R,"['Comedy', 'Thriller']",401463.0,tt7461200,5.2,58.0,93 min,The Oath,1926.0,['2018']
